Document Title,uuid_formula,airtable_uuid,duplicate_flagger
Marketplace Formulary (Commercial) (WA),CHIR_IDrecQG8vH9nAtMzX8R-149898-WAMarketplace For,recQG8vH9nAtMzX8R,true_duplicate
Marketplace Formulary (Commercial) (WA),CHIR_IDrecRSVUAHau50Dpen-149898-WAMarketplace For,recRSVUAHau50Dpen,true_duplicate
"Northwest Commercial Formulary (OR, WA)",CHIR_IDrec9A89Q8U5Wx6qqg-149900-ORNorthwest Comme,rec9A89Q8U5Wx6qqg,true_duplicate
"Northwest Commercial Formulary (OR, WA)",CHIR_IDrecChxN5fsFrfWDnA-149900-ORNorthwest Comme,recChxN5fsFrfWDnA,true_duplicate
"Northwest Commercial Formulary (OR, WA)",CHIR_IDrectr6JLqgkaFg7d3-149900-ORNorthwest Comme,rectr6JLqgkaFg7d3,true_duplicate
"Northwest Specialty Drug List (OR, WA)",CHIR_IDrecXW650hJM8RPrhN-149904-ORNorthwest Speci,recXW650hJM8RPrhN,true_duplicate
"Northwest Specialty Drug List (OR, WA)",CHIR_IDrecu5QRvnqO9YeqvC-149904-ORNorthwest Speci,recu5QRvnqO9YeqvC,true_duplicate
"Northwest Specialty Drug List (OR, WA)",CHIR_IDrecx3L8RjPLtWZ2FE-149904-ORNorthwest Speci,recx3L8RjPLtWZ2FE,true_duplicate
5-Tier Formulary Benefit (Commercial) (GA),CHIR_IDrecCNYHnT4Fmv9otx-149909-GA5-Tier Formular,recCNYHnT4Fmv9otx,true_duplicate
5-Tier Formulary Benefit (Commercial) (GA),CHIR_IDrecInImoW9cUxQ1PG-149909-GA5-Tier Formular,recInImoW9cUxQ1PG,true_duplicate
5-Tier Formulary Benefit (Commercial) (GA),CHIR_IDrecXqBjB08Zrb3DZj-149909-GA5-Tier Formular,recXqBjB08Zrb3DZj,true_duplicate
Marketplace Formulary (Commercial) (CO),CHIR_IDrec2EwYNXJIEO54Wd-149912-COMarketplace For,rec2EwYNXJIEO54Wd,true_duplicate
Marketplace Formulary (Commercial) (CO),CHIR_IDreclNHh2DW2YafJua-149912-COMarketplace For,reclNHh2DW2YafJua,true_duplicate
Marketplace Formulary (Commercial) (CO),CHIR_IDrecwptfCy3j45CEW7-149912-COMarketplace For,recwptfCy3j45CEW7,true_duplicate
Specialty Tier Drug List (CO),CHIR_IDrecJflMC2zThbZHXW-149915-COSpecialty Tier ,recJflMC2zThbZHXW,true_duplicate
Specialty Tier Drug List (CO),CHIR_IDrecOpnwLIhDehxcDv-149915-COSpecialty Tier ,recOpnwLIhDehxcDv,true_duplicate
Specialty Tier Drug List (CO),CHIR_IDrecWcmqI9GtTQWjOC-149915-COSpecialty Tier ,recWcmqI9GtTQWjOC,true_duplicate
Kaiser Permanente Insurance Company (KPIC) POS/PPO Plans Covered Drug List (CO),CHIR_IDrec7rvu9bfo7wD69K-149916-COKaiser Permanen,rec7rvu9bfo7wD69K,true_duplicate
Kaiser Permanente Insurance Company (KPIC) POS/PPO Plans Covered Drug List (CO),CHIR_IDrecFxCiHMBW6ciZpm-149916-COKaiser Permanen,recFxCiHMBW6ciZpm,true_duplicate
Kaiser Permanente Insurance Company (KPIC) POS/PPO Plans Covered Drug List (CO),CHIR_IDrecS3mMrMmlRqS6wO-149916-COKaiser Permanen,recS3mMrMmlRqS6wO,true_duplicate
"EPO, Self-Funded Formulary (Commercial) (CO)","CHIR_IDrecSKRlixKNMC2Y6u-149917-COEPO, Self-Funde",recSKRlixKNMC2Y6u,true_duplicate
"EPO, Self-Funded Formulary (Commercial) (CO)","CHIR_IDrecYp5GMvloAbaqj8-149917-COEPO, Self-Funde",recYp5GMvloAbaqj8,true_duplicate
"EPO, Self-Funded Formulary (Commercial) (CO)","CHIR_IDrecqQ8sL6kHk7QnGw-149917-COEPO, Self-Funde",recqQ8sL6kHk7QnGw,true_duplicate
Marketplace Drug Formulary 3-Tier and 4-Tier Plans (Commercial) (HI),CHIR_IDrecuA9fPtpdsb8q6T-149918-HIMarketplace Dru,recuA9fPtpdsb8q6T,true_duplicate
Marketplace Drug Formulary 3-Tier and 4-Tier Plans (Commercial) (HI),CHIR_IDrecP0TDJqZ9yJjWnW-149918-HIMarketplace Dru,recP0TDJqZ9yJjWnW,true_duplicate
Marketplace Drug Formulary 3-Tier and 4-Tier Plans (Commercial) (HI),CHIR_IDrecPgyMsKNxCHOHqK-149918-HIMarketplace Dru,recPgyMsKNxCHOHqK,true_duplicate
"Marketplace 4-Tier Formulary (Health Plan) (D.C., MD, VA)",CHIR_IDrecKqZUasF4iF0I5q-149924-DCMarketplace 4-T,recKqZUasF4iF0I5q,true_duplicate
"Marketplace 4-Tier Formulary (Health Plan) (D.C., MD, VA)",CHIR_IDrecnJqNDwFPItKksZ-149924-DCMarketplace 4-T,recnJqNDwFPItKksZ,true_duplicate
"Marketplace 4-Tier Formulary (Health Plan) (D.C., MD, VA)",CHIR_IDrecv5NpIkFYUBRFFk-149924-DCMarketplace 4-T,recv5NpIkFYUBRFFk,true_duplicate
HMO Formulary (Commercial) (GA),CHIR_IDrecOZdTybbOgEG5fI-149934-GAHMO Formulary (,recOZdTybbOgEG5fI,true_duplicate
HMO Formulary (Commercial) (GA),CHIR_IDrecRu5HwPoyS1Zbjx-149934-GAHMO Formulary (,recRu5HwPoyS1Zbjx,true_duplicate
HMO Formulary (Commercial) (GA),CHIR_IDrecaWy7Yo7u6MPWhH-149934-GAHMO Formulary (,recaWy7Yo7u6MPWhH,true_duplicate
"Specialty Drug List (Health Plan) (D.C., MD, VA)",CHIR_IDrecAULEWhZWCzs3Je-149943-DCSpecialty Drug ,recAULEWhZWCzs3Je,true_duplicate
"Specialty Drug List (Health Plan) (D.C., MD, VA)",CHIR_IDrec5aCmMKVzFWzLQb-149943-DCSpecialty Drug ,rec5aCmMKVzFWzLQb,true_duplicate
"Specialty Drug List (Health Plan) (D.C., MD, VA)",CHIR_IDrecarIYkhHtlMc7fs-149943-DCSpecialty Drug ,recarIYkhHtlMc7fs,true_duplicate
Select Drug List 4-Tier (Individual) (CT),CHIR_IDrecdI1DJLos8NdMmv-150121-CTSelect Drug Lis,recdI1DJLos8NdMmv,non_duplicate
Select Drug List 4-Tier (Individual) (ME),CHIR_IDrecHTpjSId6vfCsrM-150122-MESelect Drug Lis,recHTpjSId6vfCsrM,non_duplicate
Select Drug List 4-Tier (Individual) (MO),CHIR_IDrec4TtbxPOMV6vvHq-150123-MOSelect Drug Lis,rec4TtbxPOMV6vvHq,non_duplicate
Select Drug List 4-Tier (Individual) (NH),CHIR_IDrecSqw6fnejvKnvR9-150124-NHSelect Drug Lis,recSqw6fnejvKnvR9,non_duplicate
Select Drug List 4-Tier (Individual) (OH),CHIR_IDrecgMQdxDCNEF8pje-150125-OHSelect Drug Lis,recgMQdxDCNEF8pje,non_duplicate
National Drug List Closed Formulary (NY),CHIR_IDrecomfOyXb7Fgp2Za-150284-NYNational Drug L,recomfOyXb7Fgp2Za,non_duplicate
Off-label/Unproven Specialty Drug Treatment (Commercial),CHIR_IDrecms7gXCSnuUds8s-150315-AKOff-label/Unpro,recms7gXCSnuUds8s,non_duplicate
Health Savings Account Preventive Drug List (FL Health Plan),CHIR_IDrec5VqAKW7g0I53Td-150340-AKHealth Savings ,rec5VqAKW7g0I53Td,non_duplicate
Radiation Oncology Coding Manual (eviCore),CHIR_IDrecbOP5jN0QElo8gr-151341-AKRadiation Oncol,recbOP5jN0QElo8gr,non_duplicate
Texas Advantage 3-Tier Prescription Drug List (Health Plan),CHIR_IDreceUVElnf7Nsi91T-151347-TXTexas Advantage,receUVElnf7Nsi91T,non_duplicate
Medical Drug Benefit List (Health Plan),CHIR_IDrecsq9xvYSQzqEfXT-151631-AKMedical Drug Be,recsq9xvYSQzqEfXT,non_duplicate
Performance Drug List (Health Plan),CHIR_IDrechEndiqjYrozhgE-151699-AKPerformance Dru,rechEndiqjYrozhgE,non_duplicate
Performance Select Drug List (Health Plan),CHIR_IDrecZQZuedYBByh8q9-151701-AKPerformance Sel,recZQZuedYBByh8q9,non_duplicate
Drug Infusion Site of Care,CHIR_IDrecDOfmwkz3RctpYA-151722-AKDrug Infusion S,recDOfmwkz3RctpYA,non_duplicate
Home Delivery and Rx Maintenance 90 Drug List IGX (CA Health Plan),CHIR_IDrecpii6gukP3JL9Hh-151875-AKHome Delivery a,recpii6gukP3JL9Hh,non_duplicate
Cigna Standard 3-Tier Prescription Drug List (Health Plan),CHIR_IDrecl2FUMKjFmSeaLa-151892-AKCigna Standard ,recl2FUMKjFmSeaLa,non_duplicate
California Small Group 4-Tier PPO Prescription Drug List (Health Plan),CHIR_IDrecJNdJKgv9IWYs3d-151908-CACalifornia Smal,recJNdJKgv9IWYs3d,non_duplicate
Maintenance Drug List (Health Plan),CHIR_IDrecVtR1M0fDAhDMRL-151922-AKMaintenance Dru,recVtR1M0fDAhDMRL,non_duplicate
United Healthcare Pharmacy Benefit Programs Drug List (Health Plan),CHIR_IDreckvbmif9yV4s5RY-152009-AKUnited Healthca,reckvbmif9yV4s5RY,non_duplicate
"Northwest 30 Day Limit Drug List (Health Plan) (OR, WA)",CHIR_IDrecdrUb3yDX9825st-152031-ORNorthwest 30 Da,recdrUb3yDX9825st,true_duplicate
"Northwest 30 Day Limit Drug List (Health Plan) (OR, WA)",CHIR_IDrecNuEpQqWCJTYRx7-152031-ORNorthwest 30 Da,recNuEpQqWCJTYRx7,true_duplicate
"Northwest 30 Day Limit Drug List (Health Plan) (OR, WA)",CHIR_IDrecff7JhlM0rELTy6-152031-ORNorthwest 30 Da,recff7JhlM0rELTy6,true_duplicate
Essential Drug List 5-Tier (Commercial),CHIR_IDreceC0Psw6xZZrNy7-152266-AKEssential Drug ,receC0Psw6xZZrNy7,non_duplicate
Performance Drug List (Health Plan),CHIR_IDrec7Kv6Y1vMZDUsAt-152572-AKPerformance Dru,rec7Kv6Y1vMZDUsAt,non_duplicate
Performance Select Drug List (Health Plan),CHIR_IDrecQSu1ZAZA9mvB0k-152573-AKPerformance Sel,recQSu1ZAZA9mvB0k,non_duplicate
Provider E-News,CHIR_IDrecPWddcsWLg1nvoO-152710-WAProvider E-News,recPWddcsWLg1nvoO,non_duplicate
Reimbursement Exception Drug Pricing Unclassified Drugs,CHIR_IDrecozaiOlFAr8REAn-152890-FLReimbursement E,recozaiOlFAr8REAn,non_duplicate
Specialty Drugs Not Covered Under The Pharmacy Benefit,CHIR_IDrecxOGYrNke5qju2H-152892-ALSpecialty Drugs,recxOGYrNke5qju2H,non_duplicate
Mid/Large Group 4-Tier Benefit Formulary (Commercial) (GA),CHIR_IDrec29QelpJxN4jr14-153145-GAMid/Large Group,rec29QelpJxN4jr14,true_duplicate
Mid/Large Group 4-Tier Benefit Formulary (Commercial) (GA),CHIR_IDrecPb2ZgsnNcE8t29-153145-GAMid/Large Group,recPb2ZgsnNcE8t29,true_duplicate
Mid/Large Group 4-Tier Benefit Formulary (Commercial) (GA),CHIR_IDrecyj3Xe5VvSa4nNr-153145-GAMid/Large Group,recyj3Xe5VvSa4nNr,true_duplicate
Essential 4-Tier Prescription Drug List (Health Plan),CHIR_IDrecTs7lLweXRy6EOs-153163-AKEssential 4-Tie,recTs7lLweXRy6EOs,non_duplicate
Step Therapy Individual and Family Plan (Commercial),CHIR_IDrecWKEn7yeq022Vwb-153387-AKStep Therapy In,recWKEn7yeq022Vwb,non_duplicate
Unassigned Drug Or Biological Code Medical Precertification,CHIR_IDrecpB9JqWPOXgCGfY-153390-AKUnassigned Drug,recpB9JqWPOXgCGfY,non_duplicate
Continuous or Intermittent Monitoring of Glucose in Interstitial Fluid,CHIR_IDrecgVB28mOgSPkIEP-153767-CAContinuous or I,recgVB28mOgSPkIEP,non_duplicate
External Insulin Infusion Pump (Commercial),CHIR_IDrecqO5doPlFEOnbt8-153785-CAExternal Insuli,recqO5doPlFEOnbt8,non_duplicate
General Request,CHIR_IDrecieCmB7LQRlz4tM-153863-CAGeneral Request,recieCmB7LQRlz4tM,non_duplicate
Care Choices for HSA Plans Medication Guide (FL Health Plan),CHIR_IDrecyovVyrzy1CxHHQ-154686-AKCare Choices fo,recyovVyrzy1CxHHQ,non_duplicate
ValueScript Rx for Simple Choice Plans 4-Tier Medication Guide (Commercial),CHIR_IDrecPJJp9aJsZKSH2G-154688-FLValueScript Rx ,recPJJp9aJsZKSH2G,non_duplicate
Pharmacy Benefit Supply Limits Per Duration (Health Plan),CHIR_IDrecKF3V8AZuQdoIPP-154928-AKPharmacy Benefi,recKF3V8AZuQdoIPP,non_duplicate
Anesthesia Services and Moderate Sedation,CHIR_IDrecOPe8rpfJotIVrK-15629-CAAnesthesia Serv,recOPe8rpfJotIVrK,non_duplicate
"FDA-Approved Drugs, Biologicals, Cellular and Gene Therapies (Commercial)",CHIR_IDrechHvGErz3HEVKwc-156402-ILFDA-Approved Dr,rechHvGErz3HEVKwc,cross_state_duplicate
"FDA-Approved Drugs, Biologicals, Cellular and Gene Therapies (Commercial)",CHIR_IDrecEXvbNNvXOgTUgo-156402-TXFDA-Approved Dr,recEXvbNNvXOgTUgo,cross_state_duplicate
New and Therapeutic Equivalent Medications Excluded Drugs,CHIR_IDrecrbZXWM8cFcBvak-156483-AKNew and Therape,recrbZXWM8cFcBvak,non_duplicate
New and Therapeutic Equivalent Medications (Prior Authorization),CHIR_IDrec6lTMn7k1hd3jC3-156484-AKNew and Therape,rec6lTMn7k1hd3jC3,non_duplicate
"Device, Equipment and Supplies (WA Commercial)","CHIR_IDreczODnKSSaCWQIkO-15738-WADevice, Equipme",reczODnKSSaCWQIkO,non_duplicate
Clinical UM Guideline for Pre Payment Review Medical Necessity Determinations When No Other Clinical UM Guideline Exists,CHIR_IDrecOZvYhVRDRoZhx7-157864-CAClinical UM Gui,recOZvYhVRDRoZhx7,non_duplicate
Anesthetics for the Treatment of Psychiatric Disorders and Other Selected Indications (Commercial),CHIR_IDrec9xmzNRlVyc3SkE-15809-ILAnesthetics for,rec9xmzNRlVyc3SkE,cross_state_duplicate
Anesthetics for the Treatment of Psychiatric Disorders and Other Selected Indications (Commercial),CHIR_IDrec33U9fQjHaHeGFy-15809-TXAnesthetics for,rec33U9fQjHaHeGFy,cross_state_duplicate
"Place of Service (Non-California, Commercial)",CHIR_IDrecNS87wjWdkcUOjR-158190-COPlace of Servic,recNS87wjWdkcUOjR,non_duplicate
Responsible Steps Program,CHIR_IDrectEmiNWMUJTr2jt-158454-FLResponsible Ste,rectEmiNWMUJTr2jt,non_duplicate
Controlled Substance Analgesic and Narcotic Antagonist Quantity Limitations,CHIR_IDrec4yp79L6miAWPGG-159224-AKControlled Subs,rec4yp79L6miAWPGG,non_duplicate
"Observation Services (WA Commercial, WA Medicare)",CHIR_IDrectvPtPxAKan1Z2L-159249-WAObservation Ser,rectvPtPxAKan1Z2L,non_duplicate
Prior Authorization Requirements for UnitedHealthcare Mid-Atlantic Health Plans,CHIR_IDrecUxJLGjaGDIEIqp-159497-AKPrior Authoriza,recUxJLGjaGDIEIqp,non_duplicate
Ohio,CHIR_IDrec5QOwWWlcmtxs9U-159711-OHOhio,rec5QOwWWlcmtxs9U,non_duplicate
Medication Administration Site of Care,CHIR_IDreczDBCQsbLVHboOu-160606-AKMedication Admi,reczDBCQsbLVHboOu,non_duplicate
Diabetes Prevention Program,CHIR_IDrecyIduuoAWfigDmQ-163072-CADiabetes Preven,recyIduuoAWfigDmQ,non_duplicate
Preventive Services,CHIR_IDrecpSqUfAUznPlAlG-165399-ILPreventive Serv,recpSqUfAUznPlAlG,non_duplicate
Drug Information Alerts,CHIR_IDrechMKqFnOLy5bGEL-165590-CADrug Informatio,rechMKqFnOLy5bGEL,non_duplicate
"Multiple Procedure Payment Reduction (MPPR) for Diagnostic Cardiovascular and Ophthalmology Procedures, Professional (Commercial, Individual Exchange)",CHIR_IDrece9Cmiil5z9umBW-165844-AKMultiple Proced,rece9Cmiil5z9umBW,non_duplicate
Provider Reconsideration Request Form (WA Commercial),CHIR_IDrecsdjHFvQkXzrHpC-165925-WAProvider Recons,recsdjHFvQkXzrHpC,non_duplicate
Medications with Quantity Limits,CHIR_IDrec3pddqcPO8MDNag-166201-CAMedications wit,rec3pddqcPO8MDNag,non_duplicate
"Clinical Laboratory Improvement Amendments (CLIA) ID Requirement Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrec04lZ7YXioTdcHm-166207-AKClinical Labora,rec04lZ7YXioTdcHm,non_duplicate
Commercial PA Form (IN),CHIR_IDrecIQBEEQlwDlVNh7-166209-AKCommercial PA F,recIQBEEQlwDlVNh7,non_duplicate
"Drug Testing Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrecg5NLRMVDNBwUA5-166222-AKDrug Testing Po,recg5NLRMVDNBwUA5,non_duplicate
"Durable Medical Equipment, Orthotics and Prosthetics, Professional (Commercial, Individual Exchange)",CHIR_IDreczxD8qUxTahh7dp-166223-AKDurable Medical,reczxD8qUxTahh7dp,non_duplicate
"Emergency Department (ED) Facility Evaluation and Management (E&M) Coding Policy, Facility (Commercial, Individual Exchange)",CHIR_IDrecG5RC4cDKMVTqxe-166224-AKEmergency Depar,recG5RC4cDKMVTqxe,non_duplicate
"Evaluation and Management (E/M) Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrecfv4CJBRZTe9vZD-166226-AKEvaluation and ,recfv4CJBRZTe9vZD,non_duplicate
"Global Days, Professional (Commercial, Individual Exchange)","CHIR_IDrecRAU7TWShtjnpoC-166230-AKGlobal Days, Pr",recRAU7TWShtjnpoC,non_duplicate
"Microsurgery (Commercial, Individual Exchange)",CHIR_IDrecRslFL7Rom6ZdDp-166264-AKMicrosurgery (C,recRslFL7Rom6ZdDp,non_duplicate
"Multiple Procedure Payment Reduction (MPPR) for Diagnostic Imaging, Professional (Commercial, Individual Exchange)",CHIR_IDrecFTn105m4N720lB-166271-AKMultiple Proced,recFTn105m4N720lB,non_duplicate
"National Drug Code (NDC) Requirement Professional and Facility (Commercial, Individual Exchange)",CHIR_IDrec67iBumHonjE5hl-166272-AKNational Drug C,rec67iBumHonjE5hl,non_duplicate
"Procedure and Place of Service, Professional (Commercial, Individual Exchange)",CHIR_IDrecUjUx2u9bxgBHTE-166278-AKProcedure and P,recUjUx2u9bxgBHTE,non_duplicate
"Rebundling (Commercial, Individual Exchange)",CHIR_IDrechHLNZVxR0fEGxm-166284-AKRebundling (Com,rechHLNZVxR0fEGxm,non_duplicate
"Modifier Reduction Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrec1qJfWDYfLrDoXH-166287-AKModifier Reduct,rec1qJfWDYfLrDoXH,non_duplicate
"Services and Modifiers Not Reimbursable to Healthcare Professionals, Professionals (Commercial, Individual Exchange)",CHIR_IDrecqx5a0o1LHn5dhR-166298-AKServices and Mo,recqx5a0o1LHn5dhR,non_duplicate
"Urgent Care, Professional (Commercial, Individual Exchange)","CHIR_IDrecDfkwurZzlB60UY-166306-AKUrgent Care, Pr",recDfkwurZzlB60UY,non_duplicate
"Continuous Glucose Monitors, Sensors and Transmitters (All Brands) (Medical Necessity)",CHIR_IDrecClC2ytD9Hgfskb-166509-AKContinuous Gluc,recClC2ytD9Hgfskb,non_duplicate
Review at Launch for New to Market Medications (Commercial),CHIR_IDreceKg7tKIlTSuuYM-167017-AKReview at Launc,receKg7tKIlTSuuYM,non_duplicate
"Drug Dosage, Frequency, and Route of Administration","CHIR_IDrecQzGt9s9xZXybzx-167020-CADrug Dosage, Fr",recQzGt9s9xZXybzx,non_duplicate
Medical and Specialty Pharmacy Drugs Requiring Prior Auth,CHIR_IDrec7nZ2bJ4uG88VQz-167394-FLMedical and Spe,rec7nZ2bJ4uG88VQz,non_duplicate
Prior Authorization List,CHIR_IDrecgpHL42cHicjrO0-16741-CAPrior Authoriza,recgpHL42cHicjrO0,non_duplicate
"Diabetes Tests, Programs and Supplies (Commercial)","CHIR_IDrecOxfjJ2HEqHd69b-16916-AKDiabetes Tests,",recOxfjJ2HEqHd69b,non_duplicate
Professional Anesthesia Services (Commercial),CHIR_IDrecbBI0FTBQTq0EEg-169605-NYProfessional An,recbBI0FTBQTq0EEg,non_duplicate
Preventive Services,CHIR_IDrecUCnGL4jnaejSEk-169794-TXPreventive Serv,recUCnGL4jnaejSEk,non_duplicate
Health Insurance Marketplace 6-Tier Drug List (Health Plan),CHIR_IDrecg0T5Hnx6o1Q583-170116-AKHealth Insuranc,recg0T5Hnx6o1Q583,non_duplicate
Select 3-Tier Drug List (Small Group) (NY),CHIR_IDrecJ8b3xG3yU9nFU3-170411-NYSelect 3-Tier D,recJ8b3xG3yU9nFU3,non_duplicate
Health Insurance Marketplace 6-Tier Drug List (Health Plan),CHIR_IDrecoO42qMIDBTzofX-171374-AKHealth Insuranc,recoO42qMIDBTzofX,non_duplicate
Miscellaneous Diagnostic Procedures,CHIR_IDrec5JZLZFF0D6IcBM-171925-AKMiscellaneous D,rec5JZLZFF0D6IcBM,non_duplicate
"Durable Medical Equipment (DME), Prosthetics, Corrective Appliances/Orthotics (Non-Foot Orthotics) and Medical Supplies Grid (West CA)",CHIR_IDreckVTD6zg61do9CQ-172309-CADurable Medical,reckVTD6zg61do9CQ,non_duplicate
"Medical Necessity (West OK, OR, TX, WA)",CHIR_IDrectBJngRmaiiXouk-172322-OKMedical Necessi,rectBJngRmaiiXouk,non_duplicate
Medical Necessity (West CA),CHIR_IDrecVEisVDML20T7n0-172323-CAMedical Necessi,recVEisVDML20T7n0,non_duplicate
Member Initiated Second and Third Opinion (West CA),CHIR_IDrecCxbYUPrCZGrxoE-172326-CAMember Initiate,recCxbYUPrCZGrxoE,non_duplicate
"Member Initiated Second and Third Opinion (West OK, OR, TX, WA)",CHIR_IDrechKu1L4d8fY1HEB-172327-OKMember Initiate,rechKu1L4d8fY1HEB,non_duplicate
"Services While Confined/Incarcerated (West OK, OR, TX, WA)",CHIR_IDrec5S9QMjc1llbPUP-172335-OKServices While ,rec5S9QMjc1llbPUP,non_duplicate
Enhanced Drug List Dispensing Limits (Health Plan),CHIR_IDrec8WZnTw38YyIp5v-172343-AKEnhanced Drug L,rec8WZnTw38YyIp5v,payer_duplicate
Enhanced Drug List Dispensing Limits (Health Plan),CHIR_IDrecvzXw6zp6eVcoPe-172343-AKEnhanced Drug L,recvzXw6zp6eVcoPe,payer_duplicate
Performance Drug List Dispensing Limits (Health Plan),CHIR_IDrecPmeP7pR0CdLmM8-172359-AKPerformance Dru,recPmeP7pR0CdLmM8,non_duplicate
Performance Select Drug List Dispensing Limits (Health Plan),CHIR_IDrecUnRU6plx3NIfFC-172360-AKPerformance Sel,recUnRU6plx3NIfFC,non_duplicate
Step Therapy Legacy Prescription Drugs Lists (Employer Group Plans),CHIR_IDrecPJ7FQuIKywhJYe-172823-AKStep Therapy Le,recPJ7FQuIKywhJYe,non_duplicate
Step Therapy Standard/Performance Prescription Drugs Lists (Employer Group Plans),CHIR_IDrecoNVrze4Bbfo1g5-172826-AKStep Therapy St,recoNVrze4Bbfo1g5,non_duplicate
Step Therapy Value Prescription Drugs Lists (Employer Group Plans),CHIR_IDrecJhantBuqwpe82S-172827-AKStep Therapy Va,recJhantBuqwpe82S,non_duplicate
General Prior Authorization/Step Therapy Request,CHIR_IDrecFe8B49zdHZ3vQt-172981-FLGeneral Prior A,recFe8B49zdHZ3vQt,non_duplicate
California Advantage Large Group 3-Tier PPO Prescription Drug List (Health Plan),CHIR_IDrec5RYmCxLrtTl1gV-173031-CACalifornia Adva,rec5RYmCxLrtTl1gV,non_duplicate
California Advantage Large Group 4-Tier PPO Prescription Drug List (Health Plan),CHIR_IDrecxS0QXaszZLmsJ5-173032-CACalifornia Adva,recxS0QXaszZLmsJ5,non_duplicate
"Ambulance Policy, Professional (Commercial and Individual)",CHIR_IDrecw5sVKH59byaCp8-173055-AKAmbulance Polic,recw5sVKH59byaCp8,non_duplicate
Network News Quarterly,CHIR_IDrecHE28R5AaUppDim-173163-AKNetwork News Qu,recHE28R5AaUppDim,non_duplicate
Multiple Diagnostic Cardiovascular Procedure Reduction,CHIR_IDrecJKywK4SJEIAGA5-174565-FLMultiple Diagno,recJKywK4SJEIAGA5,non_duplicate
Dose Optimization,CHIR_IDrecf1Asge6SC5AI2L-175195-AKDose Optimizati,recf1Asge6SC5AI2L,non_duplicate
"Court, Attorney, or Agency Requested Services (West OK, OR, TX, WA)","CHIR_IDrecgA5GVKg4OxiWGJ-175307-OKCourt, Attorney",recgA5GVKg4OxiWGJ,non_duplicate
"Court, Attorney, or Agency Requested Services (SignatureValue CA)","CHIR_IDrec7WqjMI97hYaDFE-175308-CACourt, Attorney",rec7WqjMI97hYaDFE,non_duplicate
Prior Authorization Program Information,CHIR_IDrecfDguGOWcHleYHn-17599-FLPrior Authoriza,recfDguGOWcHleYHn,non_duplicate
Provider Insider Newsletter,CHIR_IDrecnTW0fbSJCoJcff-176611-AZProvider Inside,recnTW0fbSJCoJcff,non_duplicate
"Byetta (OR, WA)","CHIR_IDrecXWodwJZRUhiXby-178337-ORByetta (OR, WA)",recXWodwJZRUhiXby,non_duplicate
Xultophy (Commercial),CHIR_IDrec0LTjEWl3vhmU3H-178414-ORXultophy (Comme,rec0LTjEWl3vhmU3H,non_duplicate
Tradjenta (Commercial),CHIR_IDrecS5xxy4aQedp9Yg-178415-ORTradjenta (Comm,recS5xxy4aQedp9Yg,non_duplicate
Victoza (Commercial),CHIR_IDrec3oJZdZ9TmFkDpW-178435-ORVictoza (Commer,rec3oJZdZ9TmFkDpW,non_duplicate
Invokana (Commercial),CHIR_IDrec04eAmTpOi2tvoY-178438-ORInvokana (Comme,rec04eAmTpOi2tvoY,non_duplicate
Janumet (Commercial),CHIR_IDrecYhgEJzeI42H0Vk-178440-ORJanumet (Commer,recYhgEJzeI42H0Vk,non_duplicate
Januvia,CHIR_IDrecf56JmaGzTKzs8R-178442-ORJanuvia,recf56JmaGzTKzs8R,non_duplicate
"Jardiance (OR, WA)","CHIR_IDrecS64SDTJMmmy8mq-178445-ORJardiance (OR, ",recS64SDTJMmmy8mq,non_duplicate
Kazano (Commercial),CHIR_IDreczoDIeCVSqLSmI5-178446-ORKazano (Commerc,reczoDIeCVSqLSmI5,non_duplicate
Tresiba,CHIR_IDrecz6M1b3yzcKy7VY-178447-ORTresiba,recz6M1b3yzcKy7VY,non_duplicate
Toujeo (Commercial),CHIR_IDrec4plptemu8vSLOR-178450-ORToujeo (Commerc,rec4plptemu8vSLOR,non_duplicate
Lantus (Commercial),CHIR_IDrecwK6XhDy9qHTC6X-178454-ORLantus (Commerc,recwK6XhDy9qHTC6X,non_duplicate
Lantus Solostar (Commercial),CHIR_IDrec1Wdl0zMIa5d8cT-178456-ORLantus Solostar,rec1Wdl0zMIa5d8cT,non_duplicate
Levemir (Commercial),CHIR_IDrec6Rmcq1h1VDSrAU-178459-ORLevemir (Commer,rec6Rmcq1h1VDSrAU,non_duplicate
Levemir FlexPen,CHIR_IDrecHBoUOCgiHvimWt-178460-ORLevemir FlexPen,recHBoUOCgiHvimWt,non_duplicate
Nesina (Commercial),CHIR_IDrecS7zciID4G4IbzP-178480-ORNesina (Commerc,recS7zciID4G4IbzP,non_duplicate
Soliqua (Commercial),CHIR_IDrecdk6DZQ9ZNsF44f-178481-ORSoliqua (Commer,recdk6DZQ9ZNsF44f,non_duplicate
Novolin 70/30,CHIR_IDrecX0EPIsMGBjyeEr-178482-ORNovolin 70/30,recX0EPIsMGBjyeEr,non_duplicate
