Document Title,Policy subpart,uuid_formula,airtable_uuid,Implanted_Type,CGM_count
Step Therapy Standard/Performance Prescription Drugs Lists (Employer Group Plans),,CHIR_IDrecoNVrze4Bbfo1g5-172826-AKStep Therapy St,recoNVrze4Bbfo1g5,no devices,0
Step Therapy Value Prescription Drugs Lists (Employer Group Plans),,CHIR_IDrecJhantBuqwpe82S-172827-AKStep Therapy Va,recJhantBuqwpe82S,no devices,0
California Advantage Large Group 3-Tier PPO Prescription Drug List (Health Plan),,CHIR_IDrec5RYmCxLrtTl1gV-173031-CACalifornia Adva,rec5RYmCxLrtTl1gV,non-implanted only,8
California Advantage Large Group 4-Tier PPO Prescription Drug List (Health Plan),,CHIR_IDrecxS0QXaszZLmsJ5-173032-CACalifornia Adva,recxS0QXaszZLmsJ5,non-implanted only,8
Network News Quarterly,,CHIR_IDrecHE28R5AaUppDim-173163-AKNetwork News Qu,recHE28R5AaUppDim,no devices,0
Dose Optimization,,CHIR_IDrecf1Asge6SC5AI2L-175195-AKDose Optimizati,recf1Asge6SC5AI2L,no devices,0
Provider Insider Newsletter,,CHIR_IDrecnTW0fbSJCoJcff-176611-AZProvider Inside,recnTW0fbSJCoJcff,no devices,0
"Byetta (OR, WA)",,"CHIR_IDrecXWodwJZRUhiXby-178337-ORByetta (OR, WA)",recXWodwJZRUhiXby,no devices,0
Xultophy (Commercial),,CHIR_IDrec0LTjEWl3vhmU3H-178414-ORXultophy (Comme,rec0LTjEWl3vhmU3H,no devices,0
Tradjenta (Commercial),,CHIR_IDrecS5xxy4aQedp9Yg-178415-ORTradjenta (Comm,recS5xxy4aQedp9Yg,no devices,0
Victoza (Commercial),,CHIR_IDrec3oJZdZ9TmFkDpW-178435-ORVictoza (Commer,rec3oJZdZ9TmFkDpW,no devices,0
Invokana (Commercial),,CHIR_IDrec04eAmTpOi2tvoY-178438-ORInvokana (Comme,rec04eAmTpOi2tvoY,no devices,0
Janumet (Commercial),,CHIR_IDrecYhgEJzeI42H0Vk-178440-ORJanumet (Commer,recYhgEJzeI42H0Vk,no devices,0
Januvia,,CHIR_IDrecf56JmaGzTKzs8R-178442-ORJanuvia,recf56JmaGzTKzs8R,no devices,0
"Jardiance (OR, WA)",,"CHIR_IDrecS64SDTJMmmy8mq-178445-ORJardiance (OR, ",recS64SDTJMmmy8mq,no devices,0
Kazano (Commercial),,CHIR_IDreczoDIeCVSqLSmI5-178446-ORKazano (Commerc,reczoDIeCVSqLSmI5,no devices,0
Tresiba,,CHIR_IDrecz6M1b3yzcKy7VY-178447-ORTresiba,recz6M1b3yzcKy7VY,no devices,0
Toujeo (Commercial),,CHIR_IDrec4plptemu8vSLOR-178450-ORToujeo (Commerc,rec4plptemu8vSLOR,no devices,0
Lantus (Commercial),,CHIR_IDrecwK6XhDy9qHTC6X-178454-ORLantus (Commerc,recwK6XhDy9qHTC6X,no devices,0
Lantus Solostar (Commercial),,CHIR_IDrec1Wdl0zMIa5d8cT-178456-ORLantus Solostar,rec1Wdl0zMIa5d8cT,no devices,0
Levemir (Commercial),,CHIR_IDrec6Rmcq1h1VDSrAU-178459-ORLevemir (Commer,rec6Rmcq1h1VDSrAU,no devices,0
Levemir FlexPen,,CHIR_IDrecHBoUOCgiHvimWt-178460-ORLevemir FlexPen,recHBoUOCgiHvimWt,no devices,0
Nesina (Commercial),,CHIR_IDrecS7zciID4G4IbzP-178480-ORNesina (Commerc,recS7zciID4G4IbzP,no devices,0
Soliqua (Commercial),,CHIR_IDrecdk6DZQ9ZNsF44f-178481-ORSoliqua (Commer,recdk6DZQ9ZNsF44f,no devices,0
Novolin 70/30,,CHIR_IDrecX0EPIsMGBjyeEr-178482-ORNovolin 70/30,recX0EPIsMGBjyeEr,no devices,0
Novolin N,,CHIR_IDrecM5OgoClNhDbD0M-178483-ORNovolin N,recM5OgoClNhDbD0M,no devices,0
Novolin R,,CHIR_IDreczJVGftIqli6jpH-178484-ORNovolin R,reczJVGftIqli6jpH,no devices,0
Novolog,,CHIR_IDreclqlXgBjHZU2dnW-178486-ORNovolog,reclqlXgBjHZU2dnW,no devices,0
Novolog 70/30 (Commercial),,CHIR_IDrecMFsCXMAvNUUI0R-178487-ORNovolog 70/30 (,recMFsCXMAvNUUI0R,no devices,0
Novolog 70/30 FlexPen,,CHIR_IDrec3szKuc6Ei6t1Ag-178488-ORNovolog 70/30 F,rec3szKuc6Ei6t1Ag,no devices,0
NovoLog FlexPen,,CHIR_IDrecxvHkjiCQHyiQWT-178490-ORNovoLog FlexPen,recxvHkjiCQHyiQWT,no devices,0
Novolog Penfill,,CHIR_IDrec35UBGMqrwjYRk6-178491-ORNovolog Penfill,rec35UBGMqrwjYRk6,no devices,0
Onglyza (Commercial),,CHIR_IDrecbY9RITXQkSyqrb-178498-OROnglyza (Commer,recbY9RITXQkSyqrb,no devices,0
Oseni (Commercial),,CHIR_IDrecB5Jv1Rh7bOroEp-178507-OROseni (Commerci,recB5Jv1Rh7bOroEp,no devices,0
Precision Xtra Meter,,CHIR_IDrecWUfDL0rHmClvIa-178524-ORPrecision Xtra ,recWUfDL0rHmClvIa,no devices,0
Precision Xtra Test Strips (Commercial),,CHIR_IDrec2ij7Eswj5AVJgV-178526-ORPrecision Xtra ,rec2ij7Eswj5AVJgV,no devices,0
"Glumetza, Fortamet",,"CHIR_IDrecTPtPn4hUuoElV6-178541-ORGlumetza, Forta",recTPtPn4hUuoElV6,no devices,0
Air Ambulance (WA Commercial),,CHIR_IDrecWAfwvoifXYSEWs-179997-WAAir Ambulance (,recWAfwvoifXYSEWs,no devices,0
Medical Benefit Injectable Drugs (WA Commercial),,CHIR_IDrecT4RHMxgQx7FqK5-182207-WAMedical Benefit,recT4RHMxgQx7FqK5,no devices,0
OfficeLink Updates Newsletter,,CHIR_IDrecuX9BMfiUR4ja6r-182485-AKOfficeLink Upda,recuX9BMfiUR4ja6r,no devices,0
Emergency Room Services,,CHIR_IDrecP41NVxRSiCi372-182641-AKEmergency Room ,recP41NVxRSiCi372,no devices,0
Limited Distribution Drug List,,CHIR_IDrecPDyicENe48AYsM-182874-AKLimited Distrib,recPDyicENe48AYsM,no devices,0
Medications and Off-Label Drugs (West CA),,CHIR_IDrecxvEDDW6aN1WVms-185060-CAMedications and,recxvEDDW6aN1WVms,no devices,0
"Medications and Off-Label Drugs (West OK, OR, TX, WA)",,CHIR_IDrecw7Jh8XXEYD6anP-185061-OKMedications and,recw7Jh8XXEYD6anP,no devices,0
"Preventive Care Services (West OK, OR, TX, WA)",,CHIR_IDrecOleUt1QNKxVYUw-185063-OKPreventive Care,recOleUt1QNKxVYUw,no devices,0
Preventive Care Services (West CA Small and Large Group),,CHIR_IDrecz8C9RTx59s3diT-185064-CAPreventive Care,recz8C9RTx59s3diT,no devices,0
KPIC POS Drug Formulary with Specialty Drug Tier (Health Plan) (CA),,CHIR_IDrecklFIeuOJhVJAPm-187210-CAKPIC POS Drug F,recklFIeuOJhVJAPm,both implanted and non-implanted,8
KPIC POS Drug Formulary with Specialty Drug Tier (Health Plan) (CA),,CHIR_IDrecNMutqfOgm8IPgy-187210-CAKPIC POS Drug F,recNMutqfOgm8IPgy,both implanted and non-implanted,8
KPIC POS Drug Formulary with Specialty Drug Tier (Health Plan) (CA),,CHIR_IDrecPTbUAUukMpvQFm-187210-CAKPIC POS Drug F,recPTbUAUukMpvQFm,both implanted and non-implanted,8
Large Employer Group Drug Formulary with Additional Specialty Tier (2-Tier) (Health Plan) (WA),,CHIR_IDrec4ZTU0lc6Lr3Nor-188573-WALarge Employer ,rec4ZTU0lc6Lr3Nor,non-implanted only,4
Large Employer Group Drug Formulary with Additional Specialty Tier (2-Tier) (Health Plan) (WA),,CHIR_IDrecWtqGbfjm7rrtEx-188573-WALarge Employer ,recWtqGbfjm7rrtEx,non-implanted only,4
Large Employer Group Drug Formulary with Additional Specialty Tier (2-Tier) (Health Plan) (WA),,CHIR_IDreczKKJLiDSlzh6mS-188573-WALarge Employer ,reczKKJLiDSlzh6mS,non-implanted only,4
KPIC PPO and OOA Indemnity Drug Formulary (Health Plan) (CA),,CHIR_IDrecXrRDbDFQdVUhRH-188578-CAKPIC PPO and OO,recXrRDbDFQdVUhRH,both implanted and non-implanted,10
KPIC PPO and OOA Indemnity Drug Formulary (Health Plan) (CA),,CHIR_IDrecA12i67JsFzaT1T-188578-CAKPIC PPO and OO,recA12i67JsFzaT1T,both implanted and non-implanted,10
KPIC PPO and OOA Indemnity Drug Formulary (Health Plan) (CA),,CHIR_IDrec8S6smNh8Ot0GHO-188578-CAKPIC PPO and OO,rec8S6smNh8Ot0GHO,both implanted and non-implanted,10
Essential Drug List 3-Tier (Commercial) (VA),,CHIR_IDreceY8VSQr7hfW3r1-190510-COEssential Drug ,receY8VSQr7hfW3r1,non-implanted only,6
Essential Drug List 4-Tier (Commercial) (VA),,CHIR_IDrec0VePKLGl0e98Ss-190515-COEssential Drug ,rec0VePKLGl0e98Ss,non-implanted only,6
Gestational Diabetes Screening and Treatment Guideline,,CHIR_IDrecHOsIOhby6uwCwy-190574-CAGestational Dia,recHOsIOhby6uwCwy,no devices,0
Korlym,,CHIR_IDrecFOQqmKBt2ByL8q-190791-AKKorlym,recFOQqmKBt2ByL8q,no devices,0
Traditional Open Drug List 3-Tier,,CHIR_IDrecCM3xlFx8z5PKAd-190980-AKTraditional Ope,recCM3xlFx8z5PKAd,both implanted and non-implanted,11
Traditional Open Drug List 4-Tier,,CHIR_IDrec9YaaNtFblIMYD2-190989-AKTraditional Ope,rec9YaaNtFblIMYD2,both implanted and non-implanted,11
Traditional Open Drug List 5-Tier,,CHIR_IDrecRyqoG0DW8GIx4y-190994-AKTraditional Ope,recRyqoG0DW8GIx4y,both implanted and non-implanted,11
"Preventive Drug List (Health Plan) (MD, VA, D.C.)",,CHIR_IDrec0UkmgI1gyUZzf3-191280-DCPreventive Drug,rec0UkmgI1gyUZzf3,no devices,0
"Preventive Drug List (Health Plan) (MD, VA, D.C.)",,CHIR_IDrecejCKumMhtbuoFo-191280-DCPreventive Drug,recejCKumMhtbuoFo,no devices,0
"Preventive Drug List (Health Plan) (MD, VA, D.C.)",,CHIR_IDrecfmRVX7I9IV4HqK-191280-DCPreventive Drug,recfmRVX7I9IV4HqK,no devices,0
Preventive Tier Drug List (CO),,CHIR_IDrecZMx6FogYP2E338-191363-COPreventive Tier,recZMx6FogYP2E338,no devices,0
Preventive Tier Drug List (CO),,CHIR_IDrecdYSB6W10L8PExH-191363-COPreventive Tier,recdYSB6W10L8PExH,no devices,0
Preventive Tier Drug List (CO),,CHIR_IDrecdhGLwZDzUWiyOO-191363-COPreventive Tier,recdhGLwZDzUWiyOO,no devices,0
Prior Authorization Criteria (CO Commercial),,CHIR_IDrece1DB4xyP85hJho-191366-COPrior Authoriza,rece1DB4xyP85hJho,no devices,0
Exclusive Provider Organization (EPO)/Deductible EPO (DEPO) Commercial Self-Funded Plans Formulary (Health Plan)(CA),,CHIR_IDrecP00FPgbqOFBMu6-191371-CAExclusive Provi,recP00FPgbqOFBMu6,no devices,0
Exclusive Provider Organization (EPO)/Deductible EPO (DEPO) Commercial Self-Funded Plans Formulary (Health Plan)(CA),,CHIR_IDrecXdfLzMzkRDpJCh-191371-CAExclusive Provi,recXdfLzMzkRDpJCh,no devices,0
Exclusive Provider Organization (EPO)/Deductible EPO (DEPO) Commercial Self-Funded Plans Formulary (Health Plan)(CA),,CHIR_IDrecbX5Or0R0GVtpoh-191371-CAExclusive Provi,recbX5Or0R0GVtpoh,no devices,0
Individual and Family Plans PPACA No Cost-Share Preventive Medications (Health Plan),,CHIR_IDrecvSJhdrlaS2fnoA-191376-AKIndividual and ,recvSJhdrlaS2fnoA,no devices,0
Standard Plan Preferred Drug List (Health Plan),,CHIR_IDrecaNmGxleRLQyfPo-191415-AKStandard Plan P,recaNmGxleRLQyfPo,both implanted and non-implanted,9
Standard Plan Formulary Exclusions Drug List (Health Plan),,CHIR_IDrecYSgTg5drYotEv8-191417-AKStandard Plan F,recYSgTg5drYotEv8,non-implanted only,2
"Brand Product with Generic Equivalent Available (WA, OR Commercial, Medicare)",,CHIR_IDrecfKPEyqHyWaRLz5-192593-ORBrand Product w,recfKPEyqHyWaRLz5,no devices,0
"Bydureon, Bydureon BCise (OR, WA)",,"CHIR_IDrecyHUtSiHTNcHKAg-192594-ORBydureon, Bydur",recyHUtSiHTNcHKAg,no devices,0
Weight Management Screening and Intervention,,CHIR_IDrecA0iCjNpQWcOAYg-192606-CAWeight Manageme,recA0iCjNpQWcOAYg,no devices,0
"Farxiga (OR, WA)",,"CHIR_IDrecVgTUQ5FBW8rVnV-192631-ORFarxiga (OR, WA",recVgTUQ5FBW8rVnV,no devices,0
"Glyxambi (OR, WA)",,"CHIR_IDrecGurtJfoFLz3Uqv-192635-ORGlyxambi (OR, W",recGurtJfoFLz3Uqv,no devices,0
"Invokamet (OR, WA)",,"CHIR_IDreco2y1j4fVVfJkwI-192641-ORInvokamet (OR, ",reco2y1j4fVVfJkwI,no devices,0
"Invokamet XR (OR, WA)",,CHIR_IDrecPQn6r7n0ALX7Nr-192642-ORInvokamet XR (O,recPQn6r7n0ALX7Nr,no devices,0
"Janumet XR (OR, WA)",,"CHIR_IDrecTHeKUp5ISVzGnV-192643-ORJanumet XR (OR,",recTHeKUp5ISVzGnV,no devices,0
"Jentadueto (OR, WA)",,"CHIR_IDrecztFrYZrjV0LMJs-192644-ORJentadueto (OR,",recztFrYZrjV0LMJs,no devices,0
"Jentadueto XR (OR, WA)",,CHIR_IDrechKTiYXOugqUiPm-192645-ORJentadueto XR (,rechKTiYXOugqUiPm,no devices,0
"Kombiglyze XR (OR, WA)",,CHIR_IDrecmqS6boOAqQGrNK-192648-ORKombiglyze XR (,recmqS6boOAqQGrNK,no devices,0
Korlym,,CHIR_IDrecKazWUVkvzI8bap-192652-ORKorlym,recKazWUVkvzI8bap,no devices,0
Qtern,,CHIR_IDrec4UzuIe6o4V6kCT-192667-ORQtern,rec4UzuIe6o4V6kCT,no devices,0
"Segluromet (OR, WA)",,"CHIR_IDrec52YaNHnqwkOWyN-192697-ORSegluromet (OR,",rec52YaNHnqwkOWyN,no devices,0
"Steglatro (OR, WA)",,"CHIR_IDrecWq8DQjRhUwSmhS-192700-ORSteglatro (OR, ",recWq8DQjRhUwSmhS,no devices,0
"Steglujan (OR, WA)",,"CHIR_IDrecBN8rnNucX275m0-192702-ORSteglujan (OR, ",recBN8rnNucX275m0,no devices,0
"Synjardy (OR, WA)",,"CHIR_IDrecUYBs2WE6u8eBwa-192705-ORSynjardy (OR, W",recUYBs2WE6u8eBwa,no devices,0
"Synjardy XR (OR, WA)",,CHIR_IDrec6bvVE6whNrtFWi-192706-ORSynjardy XR (OR,rec6bvVE6whNrtFWi,no devices,0
"Trulicity (OR, WA)",,"CHIR_IDrecI7xMH9wni2fu41-192712-ORTrulicity (OR, ",recI7xMH9wni2fu41,no devices,0
"Xigduo XR (OR, WA)",,"CHIR_IDrecWZjJfMftQr0G4x-192718-ORXigduo XR (OR, ",recWZjJfMftQr0G4x,no devices,0
Responsible Quantity Program,,CHIR_IDrecWtOegHJlk0tuCM-194831-FLResponsible Qua,recWtOegHJlk0tuCM,non-implanted only,5
Policy Updates,,CHIR_IDrecYYATJEOvDkKXJj-195670-AKPolicy Updates,recYYATJEOvDkKXJj,no devices,0
Medical Records Requirements,,CHIR_IDrecw4WrFmiqlgGgWY-196515-AKMedical Records,recw4WrFmiqlgGgWY,non-implanted only,1
KPIC Point-of-Service (POS) Drug Formulary (Health Plan) (CA),,CHIR_IDrecYlQ0myQImyWssS-196782-CAKPIC Point-of-S,recYlQ0myQImyWssS,both implanted and non-implanted,9
KPIC Point-of-Service (POS) Drug Formulary (Health Plan) (CA),,CHIR_IDrec9oSfHJ78YB7q9c-196782-CAKPIC Point-of-S,rec9oSfHJ78YB7q9c,both implanted and non-implanted,9
KPIC Point-of-Service (POS) Drug Formulary (Health Plan) (CA),,CHIR_IDrecnByfqX6jl55JzG-196782-CAKPIC Point-of-S,recnByfqX6jl55JzG,both implanted and non-implanted,9
"Preventive Care Services (Commercial, Individual Exchange)",,CHIR_IDreczfa65wkaxJmu9m-1973-AKPreventive Care,reczfa65wkaxJmu9m,no devices,0
Multi-Tier Basic Drug List (Health Plan),,CHIR_IDreczI5zkLoVB8BWKt-197341-AKMulti-Tier Basi,reczI5zkLoVB8BWKt,non-implanted only,2
"Telehealth and Virtual Care Services (West OK, OR, TX, WA)",,CHIR_IDrecs7UogkgH0vRepy-197717-OKTelehealth and ,recs7UogkgH0vRepy,no devices,0
Traditional Open Drug List 3-Tier (VA),,CHIR_IDrecZYPwJnUisehrG4-197807-VATraditional Ope,recZYPwJnUisehrG4,both implanted and non-implanted,11
Traditional Open Drug List 4-Tier (VA),,CHIR_IDrecbmgPHpeRLNJ7lD-197809-VATraditional Ope,recbmgPHpeRLNJ7lD,both implanted and non-implanted,11
Select Drug List 4-Tier Split (Small Group) (CO),,CHIR_IDrecBhV8YH1qRx3Cfc-198045-COSelect Drug Lis,recBhV8YH1qRx3Cfc,non-implanted only,4
Balanced Drug List (Health Plan),,CHIR_IDrecD8bHXDAlYUuxnT-198167-AKBalanced Drug L,recD8bHXDAlYUuxnT,non-implanted only,2
Health Insurance Marketplace HMO POS 6-Tier Drug List (Health Plan),,CHIR_IDrecJzZzCH9ija0PPs-198169-AKHealth Insuranc,recJzZzCH9ija0PPs,non-implanted only,2
Value Drug Formulary (DMHC) (Health Plan),,CHIR_IDrecthjnRCE5vRUEYp-198183-AKValue Drug Form,recthjnRCE5vRUEYp,non-implanted only,2
Cigna Legacy (Standard) 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecrSc38zq5JJ64ol-198422-AKCigna Legacy (S,recrSc38zq5JJ64ol,non-implanted only,6
Cigna Value 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecbPqYntfpVpF3T2-198426-AKCigna Value 3-T,recbPqYntfpVpF3T2,non-implanted only,6
National Drug List 5-Tier (Health Plan),,CHIR_IDrecBtgGItkV6oL6PO-199824-AKNational Drug L,recBtgGItkV6oL6PO,both implanted and non-implanted,10
Cigna Rx Premiere 5-Tier Prescription Drug List (AZ Health Plan),,CHIR_IDrec1TkkGpQ2uF6bDK-199850-AZCigna Rx Premie,rec1TkkGpQ2uF6bDK,non-implanted only,4
Cigna Rx Essential 5-Tier Prescription Drug List (CO Health Plan),,CHIR_IDrecu6kCoiBjWI3ilg-199851-COCigna Rx Essent,recu6kCoiBjWI3ilg,non-implanted only,4
Cigna Rx Plus 5-Tier Prescription Drug List (FL Health Plan),,CHIR_IDrecSGoB9fMDWK7rxb-199852-FLCigna Rx Plus 5,recSGoB9fMDWK7rxb,non-implanted only,4
Cigna Rx Plus 5-Tier Prescription Drug List (IL Health Plan),,CHIR_IDrectUEMNRDRT1oaFG-199853-ILCigna Rx Plus 5,rectUEMNRDRT1oaFG,non-implanted only,4
Cigna Rx Plus 5-Tier Prescription Drug List (NC Health Plan),,CHIR_IDrecl7DpdEpmQtYnyD-199855-NCCigna Rx Plus 5,recl7DpdEpmQtYnyD,non-implanted only,4
Cigna Rx Plus 5-Tier Prescription Drug List (TN Health Plan),,CHIR_IDrecFuxI7QC0T0swLz-199856-TNCigna Rx Plus 5,recFuxI7QC0T0swLz,non-implanted only,4
Cigna Rx Premiere 5-Tier Prescription Drug List (VA Health Plan),,CHIR_IDrecXN4ilDVIJsIlsy-199858-VACigna Rx Premie,recXN4ilDVIJsIlsy,non-implanted only,4
Access PPO/SEBB Large Employer Groups 4-Tier Drug Formulary (Commercial) (WA),,CHIR_IDrec3HQSC3J7eARoJZ-200070-WAAccess PPO/SEBB,rec3HQSC3J7eARoJZ,no devices,0
Access PPO/SEBB Large Employer Groups 4-Tier Drug Formulary (Commercial) (WA),,CHIR_IDrecUtd6uug3yNZn8u-200070-WAAccess PPO/SEBB,recUtd6uug3yNZn8u,no devices,0
Access PPO/SEBB Large Employer Groups 4-Tier Drug Formulary (Commercial) (WA),,CHIR_IDrecdsveVHnLMu0Nlh-200070-WAAccess PPO/SEBB,recdsveVHnLMu0Nlh,no devices,0
Standard Plan Preventive Drug List (Health Plan),,CHIR_IDrec1yp0Y7tKAwRZbM-200238-AKStandard Plan P,rec1yp0Y7tKAwRZbM,non-implanted only,2
Standard Plan Chronic Drug List (Health Plan),,CHIR_IDrecttM09WeT2ijYEZ-200239-AKStandard Plan C,recttM09WeT2ijYEZ,non-implanted only,2
"Diabetic Management, Services, and Supplies (West CA)",,CHIR_IDrecVkRwK8vU2puGXG-201787-CADiabetic Manage,recVkRwK8vU2puGXG,no devices,0
"Diabetic Management, Services, and Supplies (West TX, OK, OR, WA)",,CHIR_IDrecQzBHoxNKqNF9Nn-201788-OKDiabetic Manage,recQzBHoxNKqNF9Nn,no devices,0
Diabetes Equipment and Supplies (non-therapeutic/adjunctive CGMs & CGMs with implantable interstitial glucose sensors) ,checked,CHIR_IDrecXCdF3VefSxpHmy-202743-AKDiabetes Equipm,recXCdF3VefSxpHmy,both implanted and non-implanted,6
Diabetes Equipment and Supplies (therapeutic/non-adjunctive CGMs),checked,CHIR_IDrec0nlcBknqn5IS6A-202743-AKDiabetes Equipm,rec0nlcBknqn5IS6A,non-implanted only,6
Diabetes Equipment and Supplies,,CHIR_IDrecrD7QiY464zp04G-202743-AKDiabetes Equipm,recrD7QiY464zp04G,no devices,0
Preferred Physician-Administered Specialty Drugs,,CHIR_IDrecdui123dhLE4qgv-213330-AZPreferred Physi,recdui123dhLE4qgv,no devices,0
Diabetic Testing Supplies,,CHIR_IDrecx3sInX2jQeKBAx-213368-AKDiabetic Testin,recx3sInX2jQeKBAx,no devices,0
Basic Annual Drug List (Health Plan),,CHIR_IDrecGZopZ7fSNLA3TF-213656-AKBasic Annual Dr,recGZopZ7fSNLA3TF,non-implanted only,2
Treatment Review Record,,CHIR_IDrecnIGLkqrS57ymBr-213867-AZTreatment Revie,recnIGLkqrS57ymBr,no devices,0
Telemedicine and Telehealth Services (TX),,CHIR_IDrec4iGZbwxsPTY91r-215674-TXTelemedicine an,rec4iGZbwxsPTY91r,no devices,0
Provider and Facility Participation Criteria,,CHIR_IDrecnioOdzJnrZ2xdM-215676-AKProvider and Fa,recnioOdzJnrZ2xdM,no devices,0
Employee Assistance Program (Commercial),,CHIR_IDrec9aoCM5vyBEdEyN-217521-AKEmployee Assist,rec9aoCM5vyBEdEyN,no devices,0
KPIC PPO & OOA with Specialty Drug Tier Formulary 5-Tier (Health Plan) (CA),,CHIR_IDrec4w5Wh3qSXknayd-217858-CAKPIC PPO & OOA ,rec4w5Wh3qSXknayd,both implanted and non-implanted,10
KPIC PPO & OOA with Specialty Drug Tier Formulary 5-Tier (Health Plan) (CA),,CHIR_IDrecWZd0S02DEfnOUd-217858-CAKPIC PPO & OOA ,recWZd0S02DEfnOUd,both implanted and non-implanted,10
KPIC PPO & OOA with Specialty Drug Tier Formulary 5-Tier (Health Plan) (CA),,CHIR_IDreclVRCPbjSuCN7kV-217858-CAKPIC PPO & OOA ,reclVRCPbjSuCN7kV,both implanted and non-implanted,10
Mental Health Intensive Outpatient Services,,CHIR_IDrec6zj8TqZlxovznu-219421-CAMental Health I,rec6zj8TqZlxovznu,no devices,0
Diabetes Equipment and Supplies,,CHIR_IDrecFU1iTB5uWQ2ao9-221111-AZDiabetes Equipm,recFU1iTB5uWQ2ao9,no devices,0
Home Health Aides,,CHIR_IDrecQRMcrh1H8oiYQB-221126-AZHome Health Aid,recQRMcrh1H8oiYQB,no devices,0
Skilled Nursing Care,,CHIR_IDrecL0nER1JSJeMaK9-221138-AZSkilled Nursing,recL0nER1JSJeMaK9,no devices,0
Home Care Physical Therapy and Occupational Therapy,,CHIR_IDrecWGLmsQzHiV7T8c-221142-AZHome Care Physi,recWGLmsQzHiV7T8c,no devices,0
Insulin Delivery Systems and Continuous Glucose Monitoring,,CHIR_IDrecnDCxJMiRfyHdWk-221202-AZInsulin Deliver,recnDCxJMiRfyHdWk,no devices,0
Insulin Delivery Systems and Continuous Glucose Monitoring (insulin delivery systems),,CHIR_IDrecky8NsRFrXT5H7h-221202-AZInsulin Deliver,recky8NsRFrXT5H7h,no devices,0
Insulin Delivery Systems and Continuous Glucose Monitoring (short-term CGM),,CHIR_IDrecd5OGPLEENQw7Hk-221202-AZInsulin Deliver,recd5OGPLEENQw7Hk,no devices,0
Outpatient Physical Therapy and Occupational Therapy,,CHIR_IDrecyTHAPxZkH1Shb7-221343-AZOutpatient Phys,recyTHAPxZkH1Shb7,no devices,0
Skilled Nursing Facility Care,,CHIR_IDrecmAJWQOpy2ng9JR-221368-AZSkilled Nursing,recmAJWQOpy2ng9JR,no devices,0
Therapy Services Patient Assessments: Medical Necessity Decision Assist Guideline for Evaluations and Re-evaluations (American Specialty Health),,CHIR_IDrecbxCWDeP4NaTEdC-223114-AKTherapy Service,recbxCWDeP4NaTEdC,no devices,0
Authorized Generics,,CHIR_IDrecpkgvels1ssCmhU-224790-AKAuthorized Gene,recpkgvels1ssCmhU,no devices,0
"UnitedHealthCare West Surgical Code List (CA, OR, WA, NV)",,CHIR_IDrecrZpElFgjjVZUxx-225916-CAUnitedHealthCar,recrZpElFgjjVZUxx,no devices,0
Advanced Control Formulary (Health Plan),,CHIR_IDrecIWB7PdXzAPdoCV-225921-IDAdvanced Contro,recIWB7PdXzAPdoCV,both implanted and non-implanted,9
Aetna Standard Opt Out Plan Formulary (Health Plan),,CHIR_IDrecUUWaVf6lWkBoVZ-225926-IDAetna Standard ,recUUWaVf6lWkBoVZ,both implanted and non-implanted,9
"Continuous Glucose Monitoring and Insulin Delivery for Managing Diabetes (Commercial, Individual Exchange)",,CHIR_IDrecCCBX9DTfnLo0rg-226855-AKContinuous Gluc,recCCBX9DTfnLo0rg,implanted only,2
Antihyperglycemic Therapy (Non-Insulin),,CHIR_IDrecFOW36LcqGkOKkX-227742-AKAntihyperglycem,recFOW36LcqGkOKkX,no devices,0
California Access Large Group 3-Tier PPO Prescription Drug List (Health Plan),,CHIR_IDrecMoXIwPwmiBNsUa-227753-CACalifornia Acce,recMoXIwPwmiBNsUa,non-implanted only,8
California Access Large Group 4-Tier PPO Prescription Drug List (Health Plan),,CHIR_IDrec29Fi3ZLrvFx8Gu-227755-CACalifornia Acce,rec29Fi3ZLrvFx8Gu,non-implanted only,8
Medical Product Drug List (CA Health Plan),,CHIR_IDrec9kTnmD5Iq0fNUg-229104-CAMedical Product,rec9kTnmD5Iq0fNUg,no devices,0
Medical Product Drug List (CT Health Plan),,CHIR_IDrec6bB2OitaqWd6Mh-229105-CTMedical Product,rec6bB2OitaqWd6Mh,no devices,0
Medical Product Drug List (HI Health Plan),,CHIR_IDrecyPVTUdveLqIIYf-229107-HIMedical Product,recyPVTUdveLqIIYf,no devices,0
Access 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecPBXFEdyXlJ3bKT-229114-AKAccess 3-Tier P,recPBXFEdyXlJ3bKT,non-implanted only,7
Access 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrecpCcBOfuoorRU40-229117-AKAccess 4-Tier P,recpCcBOfuoorRU40,non-implanted only,8
River Valley 90/100 Day Supply List (Health Plan),,CHIR_IDrecWW1BvNOy89H9PA-229130-AKRiver Valley 90,recWW1BvNOy89H9PA,no devices,0
Louisiana Advantage 3-Tier Prescription Drug List (Health Plan),,CHIR_IDrecgukDkKdbyVLLB7-229134-LALouisiana Advan,recgukDkKdbyVLLB7,non-implanted only,8
Connecticut Advantage 3 Tier Prescription Drug List (Health Plan),,CHIR_IDrecHUCFpBnc0Xgkpp-229145-CTConnecticut Adv,recHUCFpBnc0Xgkpp,non-implanted only,6
